0|27.7848700410323
1|0.4843018418469
10|0.0302734375
11|0.0302734375
100|0.0146484375
101|0.0146484375
110|0.0146484375
111|0.0146484375
1000|0.0068359375
1001|0.0068359375
1010|0.0068359375
1011|0.0068359375
1100|0.0068359375
1101|0.0068359375
1110|0.0068359375
1111|0.0068359375
10000|0.0029296875
10001|0.0029296875
10010|0.0029296875
10011|0.0029296875
10100|0.001953125
10101|0.001953125
10110|0.001953125
10111|0.001953125
11000|0.001953125
11001|0.001953125
11010|0.001953125
11011|0.001953125
11100|0.001953125
11101|0.001953125
11110|0.001953125
11111|0.001953125
